Stock,Date,Open,High,Low,Close,Volume,Adjusted
BB,9/8/2020,4.94,5.1,4.91,4.93,3747400,4.93
BB,9/9/2020,5.03,5.06,4.91,4.92,3597600,4.92
BB,9/10/2020,4.96,4.98,4.79,4.8,3545900,4.8
BB,9/11/2020,4.86,4.87,4.68,4.75,3690600,4.75
BB,9/14/2020,4.8,4.91,4.78,4.82,3552400,4.82
BB,9/15/2020,4.88,4.89,4.79,4.81,2491000,4.81
BB,9/16/2020,4.84,4.86,4.73,4.73,3158600,4.73
BB,9/17/2020,4.7,4.73,4.6,4.73,3696400,4.73
BB,9/18/2020,4.76,4.89,4.68,4.86,4055400,4.86
BB,9/21/2020,4.78,4.81,4.67,4.76,3244900,4.76
BB,9/22/2020,4.87,4.95,4.77,4.94,3316700,4.94
BB,9/23/2020,4.93,4.97,4.77,4.8,4556100,4.8
BB,9/24/2020,5.17,5.34,4.71,4.75,17292800,4.75
BB,9/25/2020,4.81,4.88,4.68,4.77,5590800,4.77
BB,9/28/2020,4.88,4.88,4.6,4.61,7265700,4.61
BB,9/29/2020,4.63,4.69,4.49,4.63,5843900,4.63
BB,9/30/2020,4.65,4.76,4.58,4.59,3808500,4.59
BB,10/1/2020,4.59,4.64,4.52,4.58,4971200,4.58
BB,10/2/2020,4.49,4.5,4.37,4.44,6539300,4.44
BB,10/5/2020,4.46,4.51,4.43,4.5,3106300,4.5
BB,10/6/2020,4.53,4.68,4.51,4.55,3966000,4.55
BB,10/7/2020,4.6,4.64,4.52,4.57,2166900,4.57
BB,10/8/2020,4.6,4.64,4.54,4.6,2154100,4.6
BB,10/9/2020,4.62,4.74,4.61,4.73,2618200,4.73
BB,10/12/2020,4.75,4.83,4.74,4.75,2268300,4.75
BB,10/13/2020,4.75,5.23,4.75,5.14,10691100,5.14
BB,10/14/2020,5.15,5.25,5.02,5.08,5209400,5.08
BB,10/15/2020,4.98,5.17,4.97,5.16,4452600,5.16
BB,10/16/2020,5.2,5.21,4.97,4.98,5982500,4.98
BB,10/19/2020,5.05,5.21,5.01,5.19,4816400,5.19
BB,10/20/2020,5.2,5.21,5.06,5.08,4616000,5.08
BB,10/21/2020,5.1,5.14,5,5.1,3555800,5.1
BB,10/22/2020,5.09,5.14,4.97,5.13,2651600,5.13
BB,10/23/2020,5.13,5.13,4.99,5.12,2568000,5.12
BB,10/26/2020,5.03,5.07,4.86,4.88,3772800,4.88
BB,10/27/2020,4.9,4.94,4.84,4.85,2077900,4.85
BB,10/28/2020,4.77,4.79,4.55,4.57,4031200,4.57
BB,10/29/2020,4.6,4.64,4.53,4.61,2557000,4.61
BB,10/30/2020,4.55,4.61,4.44,4.49,3573900,4.49
BB,11/2/2020,4.5,4.55,4.45,4.48,2864500,4.48
BB,11/3/2020,4.53,4.69,4.52,4.67,2781700,4.67
BB,11/4/2020,4.7,4.76,4.58,4.68,3113900,4.68
BB,11/5/2020,4.78,4.92,4.74,4.86,2596900,4.86
BB,11/6/2020,4.82,4.89,4.76,4.83,2853800,4.83
BB,11/9/2020,4.99,5.06,4.89,4.93,3986500,4.93
BB,11/10/2020,4.9,5.03,4.84,5.02,4143600,5.02
BB,11/11/2020,5.06,5.23,5,5.19,5724600,5.19
BB,11/12/2020,5.19,5.21,4.98,4.99,2987500,4.99
BB,11/13/2020,5.02,5.15,5.01,5.11,5360500,5.11
BB,11/16/2020,5.14,5.23,5.13,5.19,3276300,5.19
BB,11/17/2020,5.22,5.3,5.15,5.29,3229300,5.29
BB,11/18/2020,5.35,5.61,5.31,5.44,6118700,5.44
BB,11/19/2020,5.49,5.49,5.29,5.36,4367200,5.36
BB,11/20/2020,5.36,5.77,5.33,5.76,6583400,5.76
BB,11/23/2020,5.81,5.84,5.59,5.66,4995700,5.66
BB,11/24/2020,5.74,5.77,5.64,5.7,5142800,5.7
BB,11/25/2020,5.7,5.94,5.68,5.91,4992200,5.91
BB,11/27/2020,5.94,6.2,5.9,6.15,3742500,6.15
BB,11/30/2020,6.15,6.16,5.82,5.87,6862900,5.87
BB,12/1/2020,8.36,9.69,6.92,7,330186600,7
BB,12/2/2020,7.68,8.41,7.09,7.45,150129800,7.45
BB,12/3/2020,7.44,7.61,7.2,7.46,40307200,7.46
BB,12/4/2020,7.39,8.55,7.39,8.52,69814500,8.52
BB,12/7/2020,8.74,9,8.12,8.25,44629100,8.25
BB,12/8/2020,8.26,8.72,8.24,8.52,26885100,8.52
BB,12/9/2020,8.55,8.65,8.06,8.31,19628000,8.31
BB,12/10/2020,8.1,8.4,8.08,8.37,10923200,8.37
BB,12/11/2020,8.3,8.33,7.96,8.16,11643200,8.16
BB,12/14/2020,8.28,8.57,8.16,8.25,14675500,8.25
BB,12/15/2020,8.36,8.39,8.09,8.3,9819700,8.3
BB,12/16/2020,8.35,8.35,8.17,8.24,8043200,8.24
BB,12/17/2020,8.3,8.34,8.03,8.26,17717900,8.26
BB,12/18/2020,7.83,7.83,6.88,6.95,49470100,6.95
BB,12/21/2020,6.84,7.2,6.73,7.11,17988300,7.11
BB,12/22/2020,7.18,7.44,7.05,7.19,16741500,7.19
BB,12/23/2020,7.3,7.33,7.08,7.09,9115500,7.09
BB,12/24/2020,7.12,7.24,7.05,7.06,6088300,7.06
BB,12/28/2020,7.1,7.13,6.85,6.88,9820100,6.88
BB,12/29/2020,6.98,7,6.68,6.77,11284200,6.77
BB,12/30/2020,6.79,6.81,6.6,6.67,9434900,6.67
BB,12/31/2020,6.68,6.8,6.63,6.63,7530600,6.63
BB,1/4/2021,6.7,6.82,6.52,6.58,11139200,6.58
BB,1/5/2021,6.62,6.8,6.56,6.77,9108900,6.77
BB,1/6/2021,6.71,6.91,6.63,6.71,11022300,6.71
BB,1/7/2021,6.75,7.12,6.72,7.06,13062800,7.06
BB,1/8/2021,7.22,7.64,7.1,7.56,23039300,7.56
BB,1/11/2021,7.64,7.79,7.32,7.65,15749600,7.65
BB,1/12/2021,7.69,7.71,7.48,7.63,9416000,7.63
BB,1/13/2021,7.65,7.66,7.4,7.44,8345500,7.44
BB,1/14/2021,7.51,9.33,7.47,9.11,65231300,9.11
BB,1/15/2021,10.68,11.56,9.4,9.84,153854700,9.84
BB,1/19/2021,10.85,12.39,10.58,12.35,112483200,12.35
BB,1/20/2021,13.23,13.64,12.38,12.79,130140700,12.79
BB,1/21/2021,12.62,12.95,12.01,12.85,63465000,12.85
BB,1/22/2021,12.37,14.28,12.17,14.04,120473600,14.04
BB,1/25/2021,19.549999,20.83,15.74,18.030001,363829100,18.030001
BB,1/26/2021,19.09,19.51,17.190001,18.92,242740800,18.92
BB,1/27/2021,20.25,28.77,19.809999,25.1,372222600,25.1
BB,1/28/2021,19.469999,22.5,13.4,14.65,194906600,14.65
BB,1/29/2021,17.98,18.120001,13.69,14.1,93685700,14.1
BB,2/1/2021,14.64,15.54,12.73,14.63,78506000,14.63
BB,2/2/2021,13.47,13.75,11.08,11.55,80520900,11.55
BB,2/3/2021,11.72,12.47,11.08,12,50001300,12
BB,2/4/2021,12.12,12.43,11.53,12.15,33668000,12.15
BB,2/5/2021,11.92,13.67,11.88,13.23,44021600,13.23
BB,2/8/2021,13.78,14.35,13.3,13.76,37068900,13.76
BB,2/9/2021,13.61,13.65,13.01,13.43,23252500,13.43
BB,2/10/2021,13.07,13.49,12.75,13.1,27277900,13.1
BB,2/11/2021,12.84,13.09,12.13,12.46,22825600,12.46
BB,2/12/2021,12.29,13.29,12.12,13.04,18066700,13.04
BB,2/16/2021,13.12,13.17,12.05,12.21,25480200,12.21
BB,2/17/2021,11.8,11.82,11.01,11.32,26222900,11.32
BB,2/18/2021,10.83,11.28,10.75,10.94,19052600,10.94
BB,2/19/2021,10.97,11.19,10.62,10.9,20132700,10.9
BB,2/22/2021,10.61,11.56,10.57,10.68,21227500,10.68
BB,2/23/2021,10.29,10.46,9.63,10.4,27150600,10.4
BB,2/24/2021,10.29,11.72,10.18,11.32,40660700,11.32
BB,2/25/2021,12.14,12.15,10.35,10.58,46082800,10.58
BB,2/26/2021,10.48,10.82,10.01,10.05,22525500,10.05
BB,3/1/2021,10.29,11.25,10.29,10.91,24859100,10.91
BB,3/2/2021,10.9,10.94,10.42,10.5,12371500,10.5
BB,3/3/2021,10.48,10.72,10.05,10.15,14821400,10.15
BB,3/4/2021,10.01,10.37,9.59,9.84,26007300,9.84
BB,3/5/2021,9.8,9.85,8.82,9.45,23709200,9.45
BB,3/8/2021,9.39,10.02,9.19,9.75,16455800,9.75
BB,3/9/2021,10.19,10.68,10.03,10.45,21396700,10.45
BB,3/10/2021,11.01,11.01,10.15,10.34,23914200,10.34
BB,3/11/2021,10.55,10.8,10.33,10.7,12252800,10.7
BB,3/12/2021,10.47,11.93,10.36,11.85,25754200,11.85
BB,3/15/2021,12.09,12.52,11.55,11.68,25353500,11.68
BB,3/16/2021,11.87,12.2,11.27,11.46,19666300,11.46
BB,3/17/2021,11.33,11.66,11.15,11.6,9674100,11.6
BB,3/18/2021,11.39,11.47,10.66,10.76,11400300,10.76
BB,3/19/2021,10.83,11.17,10.69,10.95,10502800,10.95
BB,3/22/2021,11,11.34,10.66,10.71,7903600,10.71
BB,3/23/2021,10.69,10.69,10.02,10.07,12245500,10.07
BB,3/24/2021,10.21,10.22,9.55,9.58,12636100,9.58
BB,3/25/2021,9.31,9.97,9.25,9.88,14363900,9.88
BB,3/26/2021,10.05,10.05,9.29,9.63,13175000,9.63
BB,3/29/2021,9.56,9.67,9.14,9.2,13538000,9.2
BB,3/30/2021,9.08,9.41,8.88,9.34,17569600,9.34
BB,3/31/2021,8.61,8.73,8.36,8.43,32865200,8.43
BB,4/1/2021,8.59,8.89,8.5,8.6,14709900,8.6
BB,4/5/2021,8.75,9.34,8.62,9.3,18460000,9.3
BB,4/6/2021,9.13,9.28,8.94,8.99,9807300,8.99
BB,4/7/2021,9.45,9.51,8.91,8.91,16106100,8.91
BB,4/8/2021,8.99,9.59,8.95,9.44,11406800,9.44
BB,4/9/2021,9.32,9.42,9.1,9.13,6673500,9.13
BB,4/12/2021,9.09,9.28,8.96,9.03,6501800,9.03
BB,4/13/2021,9.07,9.22,8.9,9.1,6896000,9.1
BB,4/14/2021,9.05,9.37,8.99,9,7711600,9
BB,4/15/2021,9.1,9.14,8.65,8.77,8438200,8.77
BB,4/16/2021,8.69,8.76,8.5,8.7,7568000,8.7
NAKD,4/24/2020,0.46,0.62,0.4401,0.4852,6518000,0.4852
NAKD,4/27/2020,1.24,1.48,0.76,0.78,22978000,0.78
NAKD,4/28/2020,0.7,0.72,0.6,0.6247,3107900,0.6247
NAKD,4/29/2020,0.62,0.773,0.5611,0.7299,3013100,0.7299
NAKD,4/30/2020,0.8,0.8299,0.6601,0.7225,3801700,0.7225
NAKD,5/1/2020,0.68,0.72,0.6113,0.6501,908000,0.6501
NAKD,5/4/2020,0.7,0.7,0.61,0.655,676600,0.655
NAKD,5/5/2020,0.6662,0.715,0.64,0.68,1557800,0.68
NAKD,5/6/2020,0.689,0.7,0.6112,0.6219,813000,0.6219
NAKD,5/7/2020,0.68,0.6911,0.64,0.65,1355500,0.65
NAKD,5/8/2020,0.6695,0.6695,0.61,0.63,1197000,0.63
NAKD,5/11/2020,0.64,0.64,0.61,0.625,447100,0.625
NAKD,5/12/2020,0.615,0.85,0.58,0.8414,9097200,0.8414
NAKD,5/13/2020,0.79,0.7965,0.6633,0.71,4951800,0.71
NAKD,5/14/2020,0.64,0.71,0.62,0.645,1939000,0.645
NAKD,5/15/2020,0.6585,0.68,0.63,0.64,1170700,0.64
NAKD,5/18/2020,0.63,0.68,0.611,0.6562,2194700,0.6562
NAKD,5/19/2020,0.67,0.7299,0.64,0.6665,1983500,0.6665
NAKD,5/20/2020,0.6689,0.689,0.659,0.67,1643300,0.67
NAKD,5/21/2020,0.676,0.684,0.655,0.67,1196100,0.67
NAKD,5/22/2020,0.658,0.6635,0.6255,0.635,1042500,0.635
NAKD,5/26/2020,0.639,0.675,0.62,0.64,2765000,0.64
NAKD,5/27/2020,0.67,0.77,0.6324,0.668,6924600,0.668
NAKD,5/28/2020,0.6975,0.7498,0.6633,0.679,3496800,0.679
NAKD,5/29/2020,0.661,0.69,0.61,0.625,2789600,0.625
NAKD,6/1/2020,0.598,0.6,0.5,0.5681,2295200,0.5681
NAKD,6/2/2020,0.559,0.5888,0.54,0.559,2028000,0.559
NAKD,6/3/2020,0.56,0.7999,0.549,0.7999,19697400,0.7999
NAKD,6/4/2020,0.75,0.755,0.631,0.653,6819500,0.653
NAKD,6/5/2020,0.6903,0.6903,0.645,0.649,3772200,0.649
NAKD,6/8/2020,0.644,0.74,0.6105,0.679,9248900,0.679
NAKD,6/9/2020,0.94,2.62,0.85,1.63,159968000,1.63
NAKD,6/10/2020,1.29,1.34,1,1.02,23263800,1.02
NAKD,6/11/2020,1.2,1.55,1.1,1.19,27097100,1.19
NAKD,6/12/2020,1.21,1.27,0.91,1.01,14874200,1.01
NAKD,6/15/2020,0.9602,0.97,0.9,0.94,4941700,0.94
NAKD,6/16/2020,1.16,1.16,0.9201,0.99,9708800,0.99
NAKD,6/17/2020,0.93,0.9399,0.81,0.828,6073600,0.828
NAKD,6/18/2020,0.859,0.859,0.783,0.81,3383000,0.81
NAKD,6/19/2020,0.81,0.8102,0.726,0.74,3873600,0.74
NAKD,6/22/2020,0.801,0.989,0.75,0.805,18076500,0.805
NAKD,6/23/2020,0.78,0.78,0.73,0.748,5091500,0.748
NAKD,6/24/2020,0.739,0.7649,0.7,0.74,2974500,0.74
NAKD,6/25/2020,0.73,0.7399,0.705,0.7202,1357700,0.7202
NAKD,6/26/2020,0.713,0.72,0.61,0.6301,7768500,0.6301
NAKD,6/29/2020,0.7186,0.775,0.6501,0.6676,8781000,0.6676
NAKD,6/30/2020,0.667,0.67,0.615,0.6526,4786400,0.6526
NAKD,7/1/2020,0.635,0.689,0.605,0.6811,8166100,0.6811
NAKD,7/2/2020,0.6921,0.72,0.626,0.659,7869400,0.659
NAKD,7/6/2020,0.64,0.675,0.6102,0.644,4997100,0.644
NAKD,7/7/2020,0.623,0.6375,0.615,0.6255,2939900,0.6255
NAKD,7/8/2020,0.6417,0.6646,0.6112,0.632,11589100,0.632
NAKD,7/9/2020,0.6274,0.6299,0.56,0.591,5500100,0.591
NAKD,7/10/2020,0.582,0.62,0.56,0.58,3664500,0.58
NAKD,7/13/2020,0.575,0.575,0.5323,0.542,5372000,0.542
NAKD,7/14/2020,0.57,0.57,0.515,0.533,5140800,0.533
NAKD,7/15/2020,0.52,0.62,0.5133,0.553,13287800,0.553
NAKD,7/16/2020,0.574,0.6367,0.552,0.565,16055900,0.565
NAKD,7/17/2020,0.569,0.5698,0.5355,0.5562,4013400,0.5562
NAKD,7/20/2020,0.54,0.548,0.522,0.5393,2645700,0.5393
NAKD,7/21/2020,0.53,0.58,0.525,0.5575,4617900,0.5575
NAKD,7/22/2020,0.58,0.58,0.5555,0.57,1887700,0.57
NAKD,7/23/2020,0.561,0.565,0.53,0.5589,3043900,0.5589
NAKD,7/24/2020,0.5406,0.615,0.534,0.5538,7655700,0.5538
NAKD,7/27/2020,0.56,0.6,0.55,0.5787,4577500,0.5787
NAKD,7/28/2020,0.621,0.71,0.56,0.567,25797300,0.567
NAKD,7/29/2020,0.56,0.56,0.52,0.527,7869500,0.527
NAKD,7/30/2020,0.5249,0.5299,0.5,0.5123,4785000,0.5123
NAKD,7/31/2020,0.5,0.508,0.4338,0.4529,7282800,0.4529
NAKD,8/3/2020,0.4482,0.4539,0.415,0.436,4279900,0.436
NAKD,8/4/2020,0.43,0.4378,0.42,0.4245,3683000,0.4245
NAKD,8/5/2020,0.421,0.4299,0.4156,0.421,3255700,0.421
NAKD,8/6/2020,0.416,0.445,0.401,0.4309,4900300,0.4309
NAKD,8/7/2020,0.4213,0.429,0.411,0.4185,1977300,0.4185
NAKD,8/10/2020,0.4165,0.4294,0.415,0.42,4548000,0.42
NAKD,8/11/2020,0.3799,0.382,0.37,0.3718,4234700,0.3718
NAKD,8/12/2020,0.37,0.4,0.3505,0.3612,3156700,0.3612
NAKD,8/13/2020,0.355,0.36,0.3,0.3028,7160000,0.3028
NAKD,8/14/2020,0.3051,0.3279,0.3049,0.3077,3149900,0.3077
NAKD,8/17/2020,0.3186,0.32,0.3003,0.3058,2047400,0.3058
NAKD,8/18/2020,0.31,0.31,0.27,0.2749,4913400,0.2749
NAKD,8/19/2020,0.2489,0.255,0.2424,0.2509,9415100,0.2509
NAKD,8/20/2020,0.458,0.47,0.3211,0.343,59209400,0.343
NAKD,8/21/2020,0.3452,0.358,0.29,0.3065,12358400,0.3065
NAKD,8/24/2020,0.276,0.289,0.2611,0.2851,6605300,0.2851
NAKD,8/25/2020,0.3002,0.3002,0.28,0.299,4541300,0.299
NAKD,8/26/2020,0.2988,0.2988,0.28,0.2819,2859200,0.2819
NAKD,8/27/2020,0.2801,0.2809,0.2551,0.2675,4750800,0.2675
NAKD,8/28/2020,0.2607,0.27,0.2551,0.27,4210900,0.27
NAKD,8/31/2020,0.269,0.27,0.253,0.26,3292900,0.26
NAKD,9/1/2020,0.26,0.3551,0.26,0.2815,35662100,0.2815
NAKD,9/2/2020,0.265,0.285,0.251,0.2581,12690700,0.2581
NAKD,9/3/2020,0.258,0.258,0.23,0.24,5699400,0.24
NAKD,9/4/2020,0.23,0.239,0.2035,0.223,4410900,0.223
NAKD,9/8/2020,0.222,0.223,0.1812,0.1914,6472300,0.1914
NAKD,9/9/2020,0.197,0.222,0.1922,0.1998,10869800,0.1998
NAKD,9/10/2020,0.2025,0.2079,0.1738,0.187,18104900,0.187
NAKD,9/11/2020,0.189,0.189,0.1533,0.1585,18318500,0.1585
NAKD,9/14/2020,0.17,0.17,0.1501,0.159,11230700,0.159
NAKD,9/15/2020,0.1517,0.1559,0.143,0.1487,10114300,0.1487
NAKD,9/16/2020,0.1493,0.165,0.145,0.1525,23627500,0.1525
NAKD,9/17/2020,0.15,0.156,0.143,0.1469,17538900,0.1469
NAKD,9/18/2020,0.147,0.149,0.136,0.143,22628600,0.143
NAKD,9/21/2020,0.1429,0.1429,0.128,0.1301,16428900,0.1301
NAKD,9/22/2020,0.132,0.1421,0.129,0.1344,20524700,0.1344
NAKD,9/23/2020,0.14,0.154,0.121,0.1245,52098500,0.1245
NAKD,9/24/2020,0.1229,0.13,0.1,0.125,62118300,0.125
NAKD,9/25/2020,0.1398,0.1435,0.1175,0.1249,38901000,0.1249
NAKD,9/28/2020,0.1193,0.124,0.1099,0.1211,29005700,0.1211
NAKD,9/29/2020,0.12,0.124,0.113,0.1199,19620600,0.1199
NAKD,9/30/2020,0.113,0.1183,0.1081,0.1115,30634200,0.1115
NAKD,10/1/2020,0.1103,0.1425,0.1086,0.1384,107047300,0.1384
NAKD,10/2/2020,0.1182,0.13,0.1103,0.1163,54861800,0.1163
NAKD,10/5/2020,0.1164,0.1225,0.1101,0.1135,59612300,0.1135
NAKD,10/6/2020,0.125,0.128,0.116,0.12,105215900,0.12
NAKD,10/7/2020,0.1275,0.135,0.1229,0.1261,64540900,0.1261
NAKD,10/8/2020,0.123,0.1279,0.1172,0.1241,64796300,0.1241
NAKD,10/9/2020,0.121,0.1218,0.115,0.12,31647700,0.12
NAKD,10/12/2020,0.1199,0.135,0.118,0.13,236240200,0.13
NAKD,10/13/2020,0.1248,0.1249,0.113,0.1184,102419300,0.1184
NAKD,10/14/2020,0.118,0.1197,0.1111,0.1139,43942200,0.1139
NAKD,10/15/2020,0.11,0.1114,0.1052,0.11,65748000,0.11
NAKD,10/16/2020,0.0944,0.102,0.0897,0.0984,61063600,0.0984
NAKD,10/19/2020,0.0959,0.0994,0.0901,0.0915,35035100,0.0915
NAKD,10/20/2020,0.084,0.085,0.075,0.0804,58503900,0.0804
NAKD,10/21/2020,0.0788,0.084,0.076,0.0776,25092700,0.0776
NAKD,10/22/2020,0.0789,0.0834,0.076,0.0825,30927800,0.0825
NAKD,10/23/2020,0.082,0.082,0.0741,0.075,23355200,0.075
NAKD,10/26/2020,0.075,0.0755,0.0661,0.071,29559800,0.071
NAKD,10/27/2020,0.07,0.104,0.068,0.092,170166800,0.092
NAKD,10/28/2020,0.0802,0.096,0.077,0.0827,80348100,0.0827
NAKD,10/29/2020,0.0845,0.0848,0.072,0.0793,32491000,0.0793
NAKD,10/30/2020,0.0794,0.08,0.0701,0.074,28141700,0.074
NAKD,11/2/2020,0.0795,0.0795,0.072,0.077,25288100,0.077
NAKD,11/3/2020,0.0789,0.0796,0.0735,0.0758,17162800,0.0758
NAKD,11/4/2020,0.0745,0.081,0.0735,0.0753,20423400,0.0753
NAKD,11/5/2020,0.078,0.078,0.074,0.0759,18249500,0.0759
NAKD,11/6/2020,0.0777,0.0777,0.0726,0.0732,17554200,0.0732
NAKD,11/9/2020,0.0705,0.085,0.0699,0.078,38456000,0.078
NAKD,11/10/2020,0.0775,0.0775,0.0711,0.074,22064300,0.074
NAKD,11/11/2020,0.074,0.074,0.07,0.0724,17360800,0.0724
NAKD,11/12/2020,0.073,0.076,0.0705,0.0729,20173200,0.0729
NAKD,11/13/2020,0.0734,0.0748,0.071,0.0723,16703200,0.0723
NAKD,11/16/2020,0.0735,0.0739,0.0719,0.0722,17159200,0.0722
NAKD,11/17/2020,0.073,0.092,0.0713,0.088,81718100,0.088
NAKD,11/18/2020,0.101,0.16,0.1,0.1295,625506200,0.1295
NAKD,11/19/2020,0.1787,0.33,0.166,0.2889,1140130700,0.2889
NAKD,11/20/2020,0.2437,0.26,0.1608,0.1686,404508200,0.1686
NAKD,11/23/2020,0.225,0.23,0.18,0.1839,283849500,0.1839
NAKD,11/24/2020,0.1982,0.2083,0.1801,0.198,125159300,0.198
NAKD,11/25/2020,0.1883,0.2075,0.182,0.1853,90135200,0.1853
NAKD,11/27/2020,0.2087,0.25,0.2,0.21,280304300,0.21
NAKD,11/30/2020,0.228,0.23,0.195,0.2039,153498500,0.2039
NAKD,12/1/2020,0.2137,0.215,0.199,0.202,82308700,0.202
NAKD,12/2/2020,0.1858,0.195,0.171,0.1845,64158800,0.1845
NAKD,12/3/2020,0.2049,0.2097,0.1901,0.2021,73322300,0.2021
NAKD,12/4/2020,0.1929,0.205,0.1866,0.1902,45072600,0.1902
NAKD,12/7/2020,0.1869,0.194,0.173,0.1922,38331500,0.1922
NAKD,12/8/2020,0.1918,0.1918,0.184,0.1879,31871600,0.1879
NAKD,12/9/2020,0.186,0.186,0.1688,0.174,52063500,0.174
NAKD,12/10/2020,0.16,0.18,0.156,0.17,34568300,0.17
NAKD,12/11/2020,0.1743,0.1743,0.16,0.1622,19086200,0.1622
NAKD,12/14/2020,0.167,0.1675,0.1504,0.1538,29559900,0.1538
NAKD,12/15/2020,0.1535,0.1535,0.141,0.1472,37829900,0.1472
NAKD,12/16/2020,0.147,0.169,0.1426,0.16,52500600,0.16
NAKD,12/17/2020,0.1635,0.215,0.1606,0.2069,232850900,0.2069
NAKD,12/18/2020,0.2088,0.245,0.18,0.1834,259613600,0.1834
NAKD,12/21/2020,0.2,0.208,0.178,0.189,87563000,0.189
NAKD,12/22/2020,0.1941,0.199,0.1795,0.18,47023200,0.18
NAKD,12/23/2020,0.1842,0.21,0.18,0.1921,100119300,0.1921
NAKD,12/24/2020,0.2068,0.225,0.194,0.209,132338300,0.209
NAKD,12/28/2020,0.2098,0.2399,0.2071,0.2112,148932800,0.2112
NAKD,12/29/2020,0.2127,0.225,0.1899,0.1972,62117600,0.1972
NAKD,12/30/2020,0.1975,0.209,0.1925,0.2039,58230700,0.2039
NAKD,12/31/2020,0.205,0.2059,0.1904,0.192,36845300,0.192
NAKD,1/4/2021,0.195,0.2179,0.191,0.2177,140812800,0.2177
NAKD,1/5/2021,0.3442,0.47,0.275,0.412,880371000,0.412
NAKD,1/6/2021,0.34,0.3891,0.2831,0.3094,341822400,0.3094
NAKD,1/7/2021,0.3426,0.38,0.315,0.34,265832600,0.34
NAKD,1/8/2021,0.3518,0.3812,0.34,0.3417,168646000,0.3417
NAKD,1/11/2021,0.343,0.424,0.32,0.4085,320575100,0.4085
NAKD,1/12/2021,0.5298,0.6,0.4884,0.5271,546362900,0.5271
NAKD,1/13/2021,0.5071,0.51,0.423,0.466,160580200,0.466
NAKD,1/14/2021,0.48,0.5198,0.46,0.4686,130893600,0.4686
NAKD,1/15/2021,0.4951,0.4951,0.45,0.4539,85723800,0.4539
NAKD,1/19/2021,0.47,0.489,0.454,0.46,73788600,0.46
NAKD,1/20/2021,0.48,0.48,0.42,0.4359,72498900,0.4359
NAKD,1/21/2021,0.5496,0.565,0.45,0.4541,370797500,0.4541
NAKD,1/22/2021,0.4568,0.4749,0.43,0.442,102175700,0.442
NAKD,1/25/2021,0.4583,0.461,0.34,0.405,153481700,0.405
NAKD,1/26/2021,0.411,0.412,0.3751,0.3917,81652200,0.3917
NAKD,1/27/2021,0.351,1.5,0.345,1.38,2198250000,1.38
NAKD,1/28/2021,2.24,3.4,1.1,1.39,1156267200,1.39
NAKD,1/29/2021,2.25,2.28,1.45,1.65,474977800,1.65
NAKD,2/1/2021,1.88,1.9,1.33,1.42,221171100,1.42
NAKD,2/2/2021,1.18,1.18,0.74,0.9101,359232800,0.9101
NAKD,2/3/2021,1.01,1.47,0.95,1.22,386523900,1.22
NAKD,2/4/2021,1.33,1.36,1.15,1.17,146010900,1.17
NAKD,2/5/2021,1.17,1.28,1.05,1.1,136775200,1.1
NAKD,2/8/2021,1.215,1.22,1.11,1.14,109798800,1.14
NAKD,2/9/2021,1.15,1.21,1.1,1.14,129451100,1.14
NAKD,2/10/2021,1.1715,1.58,1.16,1.52,459902700,1.52
NAKD,2/11/2021,1.85,2.18,1.38,1.56,475111400,1.56
NAKD,2/12/2021,1.32,1.55,1.22,1.44,162097000,1.44
NAKD,2/16/2021,1.4,1.41,1.25,1.29,84122400,1.29
NAKD,2/17/2021,1.23,1.43,1.17,1.35,153171600,1.35
NAKD,2/18/2021,1.3,1.38,1.2,1.21,80340300,1.21
NAKD,2/19/2021,1.23,1.3,1.2,1.22,84774100,1.22
NAKD,2/22/2021,1.18,1.23,1.11,1.12,79017300,1.12
NAKD,2/23/2021,0.9973,1.1,0.9,1.03,94549200,1.03
NAKD,2/24/2021,1.06,1.39,1.02,1.35,198674800,1.35
NAKD,2/25/2021,1.22,1.32,1.12,1.14,158594800,1.14
NAKD,2/26/2021,1.1,1.14,1,1.04,84824700,1.04
NAKD,3/1/2021,1.0889,1.13,1.04,1.08,88316200,1.08
NAKD,3/2/2021,1.07,1.11,1.02,1.03,50450200,1.03
NAKD,3/3/2021,1.02,1.03,0.9424,0.99,62539500,0.99
NAKD,3/4/2021,0.9519,0.96,0.8313,0.8761,61375200,0.8761
NAKD,3/5/2021,0.9,0.9203,0.7401,0.857,63024300,0.857
NAKD,3/8/2021,0.8898,1.03,0.881,0.98,100283700,0.98
NAKD,3/9/2021,1.0089,1.05,0.9517,1.02,109245200,1.02
NAKD,3/10/2021,1.01,1.11,0.9313,0.98,150208800,0.98
NAKD,3/11/2021,0.982,1.06,0.96,1.03,72880200,1.03
NAKD,3/12/2021,0.985,1.04,0.9725,1,69428100,1
NAKD,3/15/2021,1.02,1.02,0.9726,0.9945,74501300,0.9945
NAKD,3/16/2021,0.9857,0.995,0.9003,0.94,90980200,0.94
NAKD,3/17/2021,0.9052,0.96,0.899,0.942,47362600,0.942
NAKD,3/18/2021,0.9389,0.945,0.905,0.9154,41578900,0.9154
NAKD,3/19/2021,0.9149,0.939,0.9,0.9199,31135600,0.9199
NAKD,3/22/2021,0.9194,0.9217,0.83,0.849,83059700,0.849
NAKD,3/23/2021,0.8384,0.85,0.78,0.7848,45421200,0.7848
NAKD,3/24/2021,0.7972,0.8248,0.7507,0.77,120037400,0.77
